Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
Kineto,16445,KW-HNB-LOC-INFO-IP-ADDRESS,65416,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by KW-HNB-LOC-INFO-IP-ADDRESS."
Kineto,16445,KW-HNB-PLMN-ID,65417,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-PLMN-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-CELL-ID,65418,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-CELL-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LAC,65419,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-LAC; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-RAC,65420,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-RAC; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-SAC,65421,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-SAC; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-CSG-ID,65422,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-CSG-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-UE-Capabilities,65423,,integer,8,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-UE-Capabilities; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOCATION-AREA-IND,65424,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by KW-HNB-LOCATION-AREA-IND."
Kineto,16445,KW-IUH-BILLING-RATE-INDICATOR,65425,,octets,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by KW-IUH-BILLING-RATE-INDICATOR."
Kineto,16445,KW-REGISTRATION-REJECT-CAUSE,65426,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-REGISTRATION-REJECT-CAUSE; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-HNB-LOCATION-BLACKLIST-IND,65427,,octets,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by KW-HNB-LOCATION-BLACKLIST-IND."
Kineto,16445,KW-HNB-CELL-ACCESS-MODE,65428,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-HNB-CELL-ACCESS-MODE; the dictionary supplies wire metadata, not a complete behavioral specification."
Kineto,16445,KW-UE-MEMBERSHIP-STATUS,65429,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by KW-UE-MEMBERSHIP-STATUS; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Traffic-Limit,1,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by LCS-Traffic-Limit."
Lancom,2356,LCS-Mac-Address,2,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Mac-Address; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Redirection-URL,3,,string,,Captive portal/hotspot/guest,missing,,,,"Vendor redirect, portal, hotspot, walled-garden, or guest lifecycle state carried by LCS-Redirection-URL."
Lancom,2356,LCS-Comment,4,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Comment; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Account-End,5,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Account-End; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-WPA-Passphrase,6,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-WPA-Passphrase; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-PbSpotUserName,7,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-PbSpotUserName; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-TxRateLimit,8,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by LCS-TxRateLimit."
Lancom,2356,LCS-RxRateLimit,9,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by LCS-RxRateLimit."
Lancom,2356,LCS-Access-Rights,11,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Access-Rights; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Function-Rights,12,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Function-Rights; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Advertisement-URL,13,,string,,Captive portal/hotspot/guest,missing,,,,"Vendor redirect, portal, hotspot, walled-garden, or guest lifecycle state carried by LCS-Advertisement-URL."
Lancom,2356,LCS-Advertisement-Interval,14,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Advertisement-Interval; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-Traffic-Limit-Gigawords,15,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by LCS-Traffic-Limit-Gigawords."
Lancom,2356,LCS-Orig-NAS-Identifier,16,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by LCS-Orig-NAS-Identifier."
Lancom,2356,LCS-Orig-NAS-IP-Address,17,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-Orig-NAS-IP-Address."
Lancom,2356,LCS-Orig-NAS-IPv6-Address,18,,ipv6addr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-Orig-NAS-IPv6-Address."
Lancom,2356,LCS-IKEv2-Local-Password,19,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by LCS-IKEv2-Local-Password; exact acceptance semantics require the vendor specification."
Lancom,2356,LCS-IKEv2-Remote-Password,20,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by LCS-IKEv2-Remote-Password; exact acceptance semantics require the vendor specification."
Lancom,2356,LCS-DNS-Server-IPv4-Address,21,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-DNS-Server-IPv4-Address."
Lancom,2356,LCS-VPN-IPv4-Rule,22,,string,,ACL/firewall policy,missing,,,,"Vendor ACL, filter, firewall, or downloadable-rule intent carried by LCS-VPN-IPv4-Rule."
Lancom,2356,LCS-VPN-IPv6-Rule,23,,string,,ACL/firewall policy,missing,,,,"Vendor ACL, filter, firewall, or downloadable-rule intent carried by LCS-VPN-IPv6-Rule."
Lancom,2356,LCS-Routing-Tag,24,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Routing-Tag; the dictionary supplies wire metadata, not a complete behavioral specification."
Lancom,2356,LCS-IKEv2-IPv4-Route,25,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-IKEv2-IPv4-Route."
Lancom,2356,LCS-IKEv2-IPv6-Route,26,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-IKEv2-IPv6-Route."
Lancom,2356,LCS-IKEv2-DNS-Domain,27,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LCS-IKEv2-DNS-Domain."
Lancom,2356,LCS-Load-Balancer,28,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LCS-Load-Balancer; the dictionary supplies wire metadata, not a complete behavioral specification."
Lantronix,244,Lantronix-User-Attributes,1,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Lantronix-User-Attributes; the dictionary supplies wire metadata, not a complete behavioral specification."
Livingston,307,LE-Terminate-Detail,2,,string,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by LE-Terminate-Detail."
Livingston,307,LE-Advice-of-Charge,3,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LE-Advice-of-Charge; the dictionary supplies wire metadata, not a complete behavioral specification."
Livingston,307,LE-Connect-Detail,4,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LE-Connect-Detail; the dictionary supplies wire metadata, not a complete behavioral specification."
Livingston,307,LE-IP-Pool,6,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-IP-Pool."
Livingston,307,LE-IP-Gateway,7,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-IP-Gateway."
Livingston,307,LE-Modem-Info,8,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by LE-Modem-Info; the dictionary supplies wire metadata, not a complete behavioral specification."
Livingston,307,LE-IPSec-Log-Options,9,,integer,8,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by LE-IPSec-Log-Options."
Livingston,307,LE-IPSec-Deny-Action,10,,integer,3,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by LE-IPSec-Deny-Action."
Livingston,307,LE-IPSec-Active-Profile,11,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by LE-IPSec-Active-Profile."
Livingston,307,LE-IPSec-Outsource-Profile,12,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by LE-IPSec-Outsource-Profile."
Livingston,307,LE-IPSec-Passive-Profile,13,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by LE-IPSec-Passive-Profile."
Livingston,307,LE-NAT-TCP-Session-Timeout,14,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by LE-NAT-TCP-Session-Timeout."
Livingston,307,LE-NAT-Other-Session-Timeout,15,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by LE-NAT-Other-Session-Timeout."
Livingston,307,LE-NAT-Log-Options,16,,integer,8,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Log-Options."
Livingston,307,LE-NAT-Sess-Dir-Fail-Action,17,,integer,3,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Sess-Dir-Fail-Action."
Livingston,307,LE-NAT-Inmap,18,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Inmap."
Livingston,307,LE-NAT-Outmap,19,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Outmap."
Livingston,307,LE-NAT-Outsource-Inmap,20,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Outsource-Inmap."
Livingston,307,LE-NAT-Outsource-Outmap,21,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by LE-NAT-Outsource-Outmap."
Livingston,307,LE-Admin-Group,22,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by LE-Admin-Group."
Livingston,307,LE-Multicast-Client,23,,integer,1,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by LE-Multicast-Client."
Local-Web,19220,Local-Web-Client-Ip,192,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Local-Web-Client-Ip."
Local-Web,19220,Local-Web-Border-Router,193,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Local-Web-Border-Router."
Local-Web,19220,Local-Web-Tx-Limit,200,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Local-Web-Tx-Limit; the dictionary supplies wire metadata, not a complete behavioral specification."
Local-Web,19220,Local-Web-Rx-Limit,201,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Local-Web-Rx-Limit; the dictionary supplies wire metadata, not a complete behavioral specification."
Local-Web,19220,Local-Web-Acct-Time,210,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Time."
Local-Web,19220,Local-Web-Acct-Duration,211,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Duration."
Local-Web,19220,Local-Web-Acct-Interim-Tx-Bytes,212,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Tx-Bytes."
Local-Web,19220,Local-Web-Acct-Interim-Rx-Bytes,213,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Rx-Bytes."
Local-Web,19220,Local-Web-Acct-Interim-Tx-Gigawords,214,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Tx-Gigawords."
Local-Web,19220,Local-Web-Acct-Interim-Rx-Gigawords,215,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Rx-Gigawords."
Local-Web,19220,Local-Web-Acct-Interim-Tx-Mgmt,216,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Tx-Mgmt."
Local-Web,19220,Local-Web-Acct-Interim-Rx-Mgmt,217,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Interim-Rx-Mgmt."
Local-Web,19220,Local-Web-Acct-Tx-Mgmt,230,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Tx-Mgmt."
Local-Web,19220,Local-Web-Acct-Rx-Mgmt,231,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Acct-Rx-Mgmt."
Local-Web,19220,Local-Web-Reauth-Counter,240,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Local-Web-Reauth-Counter."
Lucent,4846,Lucent-Max-Shared-Users,2,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Lucent-Max-Shared-Users; the dictionary supplies wire metadata, not a complete behavioral specification."
Lucent,4846,Lucent-IP-DSCP,3,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Lucent-IP-DSCP; the dictionary supplies wire metadata, not a complete behavioral specification."
Lucent,4846,Lucent-X25-X121-Source-Address,4,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Lucent-X25-X121-Source-Address; the dictionary supplies wire metadata, not a complete behavioral specification."
